"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Kettlebell Shoulder Press",,"",0,"normal",16,8,,,
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Kettlebell Shoulder Press",,"",1,"normal",16,8,,,
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Kettlebell Shoulder Press",,"",2,"normal",16,8,,,
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Face Pull",,"",0,"normal",65,8,,,
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Face Pull",,"",1,"normal",65,8,,,
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Face Pull",,"",2,"normal",65,8,,,
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Cable Crunch",,"",0,"normal",90,10,,,
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Cable Crunch",,"",1,"normal",95,10,,,
"Upper Body and Core","26 Dec 2023, 19:26","26 Dec 2023, 20:22","","Cable Crunch",,"",2,"normal",95,10,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Lat Pulldown (Cable)",,"",0,"warmup",30,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Lat Pulldown (Cable)",,"",1,"warmup",40,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Lat Pulldown (Cable)",,"",2,"normal",50,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Lat Pulldown (Cable)",,"",3,"normal",50,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Lat Pulldown (Cable)",,"",4,"normal",50,8,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Lat Pulldown (Cable)",,"",5,"normal",55,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Straight Arm Lat Pulldown (Cable)",,"",0,"warmup",30,8,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Straight Arm Lat Pulldown (Cable)",,"",1,"warmup",50,8,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",55,8,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",55,8,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Straight Arm Lat Pulldown (Cable)",,"",4,"normal",55,8,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Single Arm Lat Pulldown",,"Knee",0,"normal",50,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Single Arm Lat Pulldown",,"Knee",1,"normal",55,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Single Arm Lat Pulldown",,"Knee",2,"normal",60,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Seated Cable Row - Bar Grip",,"",0,"normal",50,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Seated Cable Row - Bar Grip",,"",1,"normal",50,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Seated Cable Row - Bar Grip",,"",2,"normal",50,6,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Seated Incline Curl (Dumbbell)",,"",0,"normal",20,12,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,12,,,
"Afternoon workout 💪","23 Dec 2023, 14:22","23 Dec 2023, 15:37","","Seated Incline Curl (Dumbbell)",,"",2,"normal",20,12,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Barbell)",,"",0,"warmup",20,8,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Barbell)",,"",1,"warmup",40,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Barbell)",,"",2,"warmup",60,4,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Barbell)",,"",3,"warmup",60,4,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Barbell)",,"",4,"normal",75,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Barbell)",,"",5,"normal",75,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Barbell)",,"",6,"normal",75,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Incline Bench Press (Barbell)",,"",0,"normal",70,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Incline Bench Press (Barbell)",,"",1,"normal",70,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Incline Bench Press (Barbell)",,"",2,"normal",70,5,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Dumbbell)",,"",0,"normal",56,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Dumbbell)",,"",1,"normal",56,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Bench Press (Dumbbell)",,"",2,"normal",56,6,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Triceps Pushdown",,"",0,"normal",50,8,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Triceps Pushdown",,"",1,"normal",55,8,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Triceps Pushdown",,"",2,"normal",55,8,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Cable Crunch",,"",0,"normal",95,8,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Cable Crunch",,"",1,"normal",95,8,,,
"Push and Core","21 Dec 2023, 09:33","21 Dec 2023, 10:34","","Cable Crunch",,"",2,"normal",95,8,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Squat (Barbell)",,"",0,"warmup",20,8,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Squat (Barbell)",,"",1,"warmup",40,8,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Squat (Barbell)",,"",2,"warmup",60,6,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Squat (Barbell)",,"",3,"warmup",80,4,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Squat (Barbell)",,"",4,"normal",100,6,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Squat (Barbell)",,"",5,"normal",100,6,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Squat (Barbell)",,"",6,"normal",100,4,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Leg Press (Machine)",,"",0,"normal",140,6,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Leg Press (Machine)",,"",1,"normal",140,6,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Leg Press (Machine)",,"",2,"normal",140,6,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Lying Leg Curl (Machine)",,"",0,"normal",30,8,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Lying Leg Curl (Machine)",,"",1,"normal",30,8,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Lying Leg Curl (Machine)",,"",2,"normal",30,8,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Seated Calf Raise",,"",0,"normal",45,8,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Seated Calf Raise",,"",1,"normal",45,8,,,
"Legs","18 Dec 2023, 09:03","18 Dec 2023, 10:18","","Seated Calf Raise",,"",2,"normal",45,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Bench Press - Close Grip (Barbell)",,"",0,"warmup",20,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Bench Press - Close Grip (Barbell)",,"",1,"warmup",40,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Bench Press - Close Grip (Barbell)",,"",2,"warmup",60,4,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Bench Press - Close Grip (Barbell)",,"",3,"normal",75,6,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Bench Press - Close Grip (Barbell)",,"",4,"normal",75,6,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Bench Press - Close Grip (Barbell)",,"",5,"normal",75,6,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Lateral Raise (Dumbbell)",,"",0,"normal",20,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Lateral Raise (Dumbbell)",,"",1,"normal",20,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Lateral Raise (Dumbbell)",,"",2,"normal",20,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Kettlebell Shoulder Press",,"",0,"normal",16,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Kettlebell Shoulder Press",,"",1,"normal",16,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Kettlebell Shoulder Press",,"",2,"normal",16,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Face Pull",,"",0,"normal",65,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Face Pull",,"",1,"normal",65,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Face Pull",,"",2,"normal",65,8,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Cable Crunch",,"",0,"normal",90,10,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Cable Crunch",,"",1,"normal",95,10,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Cable Crunch",,"",2,"normal",95,10,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Russian Twist (Weighted)",,"",0,"normal",10,10,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Russian Twist (Weighted)",,"",1,"normal",10,10,,,
"Upper Body and Core","14 Dec 2023, 09:05","14 Dec 2023, 10:30","","Russian Twist (Weighted)",,"",2,"normal",10,10,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Deadlift (Barbell)",,"",0,"warmup",20,8,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Deadlift (Barbell)",,"",1,"warmup",60,6,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Deadlift (Barbell)",,"",2,"warmup",60,6,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Deadlift (Barbell)",,"",3,"warmup",80,4,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Deadlift (Barbell)",,"",4,"normal",100,6,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Deadlift (Barbell)",,"",5,"normal",100,6,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Deadlift (Barbell)",,"",6,"normal",100,6,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Deadlift (Barbell)",,"",7,"normal",120,2,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Lat Pulldown (Cable)",,"",0,"normal",50,8,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Lat Pulldown (Cable)",,"",1,"normal",55,8,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Lat Pulldown (Cable)",,"",2,"normal",55,7,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Dumbbell Row",,"",0,"normal",30,8,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Dumbbell Row",,"",1,"normal",30,8,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Dumbbell Row",,"",2,"normal",30,8,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",100,10,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",100,10,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",100,10,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Calf Press (Machine)",,"",0,"normal",100,5,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Calf Press (Machine)",,"",1,"normal",100,10,,,
"Pull and Calves","12 Dec 2023, 09:37","12 Dec 2023, 10:37","","Calf Press (Machine)",,"",2,"normal",100,10,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Barbell)",,"",0,"warmup",20,8,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Barbell)",,"",1,"warmup",40,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Barbell)",,"",2,"warmup",60,4,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Barbell)",,"",3,"warmup",60,4,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Barbell)",,"",4,"normal",75,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Barbell)",,"",5,"normal",75,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Barbell)",,"",6,"normal",75,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Incline Bench Press (Barbell)",,"",0,"normal",65,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Incline Bench Press (Barbell)",,"",1,"normal",70,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Incline Bench Press (Barbell)",,"",2,"normal",70,4,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Dumbbell)",,"",0,"normal",56,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Dumbbell)",,"",1,"normal",56,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Dumbbell)",,"",2,"normal",56,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Bench Press (Dumbbell)",,"",3,"normal",60,6,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Triceps Pushdown",,"",0,"normal",50,8,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Triceps Pushdown",,"",1,"normal",55,8,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Triceps Pushdown",,"",2,"normal",55,8,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Cable Crunch",,"",0,"normal",95,8,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Cable Crunch",,"",1,"normal",95,8,,,
"Push and Core","9 Dec 2023, 11:49","9 Dec 2023, 12:44","","Cable Crunch",,"",2,"normal",95,8,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Squat (Barbell)",,"",0,"warmup",20,8,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Squat (Barbell)",,"",1,"warmup",40,8,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Squat (Barbell)",,"",2,"warmup",60,6,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Squat (Barbell)",,"",3,"warmup",80,4,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Squat (Barbell)",,"",4,"normal",100,6,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Squat (Barbell)",,"",5,"normal",100,6,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Squat (Barbell)",,"",6,"normal",100,5,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Leg Press (Machine)",,"",0,"normal",140,6,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Leg Press (Machine)",,"",1,"normal",140,6,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Leg Press (Machine)",,"",2,"normal",140,6,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Lying Leg Curl (Machine)",,"",0,"normal",30,8,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Leg Extension (Machine)",,"",0,"normal",45,6,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Leg Extension (Machine)",,"",1,"normal",45,6,,,
"Legs","7 Dec 2023, 09:05","7 Dec 2023, 09:52","","Leg Extension (Machine)",,"",2,"normal",45,5,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Bench Press - Close Grip (Barbell)",,"",0,"warmup",40,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Bench Press - Close Grip (Barbell)",,"",1,"warmup",40,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Bench Press - Close Grip (Barbell)",,"",2,"warmup",60,4,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Bench Press - Close Grip (Barbell)",,"",3,"normal",70,6,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Bench Press - Close Grip (Barbell)",,"",4,"normal",75,6,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Bench Press - Close Grip (Barbell)",,"",5,"normal",75,6,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Lateral Raise (Dumbbell)",,"",0,"normal",20,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Lateral Raise (Dumbbell)",,"",1,"normal",20,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Lateral Raise (Dumbbell)",,"",2,"normal",20,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Kettlebell Shoulder Press",,"",0,"normal",16,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Kettlebell Shoulder Press",,"",1,"normal",16,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Kettlebell Shoulder Press",,"",2,"normal",16,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Face Pull",,"",0,"normal",65,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Face Pull",,"",1,"normal",65,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Face Pull",,"",2,"normal",65,8,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Cable Crunch",,"",0,"normal",90,10,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Cable Crunch",,"",1,"normal",90,10,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Cable Crunch",,"",2,"normal",95,10,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Russian Twist (Weighted)",,"",0,"normal",10,10,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Russian Twist (Weighted)",,"",1,"normal",10,10,,,
"Upper Body and Core","5 Dec 2023, 09:04","5 Dec 2023, 10:20","","Russian Twist (Weighted)",,"",2,"normal",10,10,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Deadlift (Barbell)",,"",0,"warmup",20,8,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Deadlift (Barbell)",,"",1,"warmup",40,8,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Deadlift (Barbell)",,"",2,"warmup",60,6,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Deadlift (Barbell)",,"",3,"warmup",80,4,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Deadlift (Barbell)",,"",4,"normal",100,6,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Deadlift (Barbell)",,"",5,"normal",100,6,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Deadlift (Barbell)",,"",6,"normal",100,6,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Deadlift (Barbell)",,"",7,"normal",120,2,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Lat Pulldown (Cable)",,"",0,"normal",50,8,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Lat Pulldown (Cable)",,"",1,"normal",50,8,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Lat Pulldown (Cable)",,"",2,"normal",55,7,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Dumbbell Row",,"",0,"normal",30,8,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Dumbbell Row",,"",1,"normal",30,8,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Dumbbell Row",,"",2,"normal",30,8,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",100,10,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",100,10,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",100,10,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Calf Press (Machine)",,"",0,"normal",100,10,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Calf Press (Machine)",,"",1,"normal",100,10,,,
"Pull and Calves","3 Dec 2023, 15:03","3 Dec 2023, 16:04","","Calf Press (Machine)",,"",2,"normal",100,10,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Barbell)",,"",0,"warmup",20,8,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Barbell)",,"",1,"warmup",40,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Barbell)",,"",2,"warmup",60,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Barbell)",,"",3,"warmup",70,4,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Barbell)",,"",4,"normal",75,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Barbell)",,"",5,"normal",75,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Barbell)",,"",6,"normal",75,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Incline Bench Press (Barbell)",,"",0,"normal",65,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Incline Bench Press (Barbell)",,"",1,"normal",65,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Incline Bench Press (Barbell)",,"",2,"normal",70,5,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Dumbbell)",,"",0,"normal",56,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Dumbbell)",,"",1,"normal",56,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Bench Press (Dumbbell)",,"",2,"normal",56,6,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Triceps Pushdown",,"",0,"normal",50,8,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Triceps Pushdown",,"",1,"normal",50,8,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Triceps Pushdown",,"",2,"normal",50,8,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Cable Crunch",,"",0,"normal",90,8,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Cable Crunch",,"",1,"normal",90,8,,,
"Push and Core","1 Dec 2023, 09:06","1 Dec 2023, 10:52","","Cable Crunch",,"",2,"normal",90,8,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Squat (Barbell)",,"",0,"warmup",20,8,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Squat (Barbell)",,"",1,"warmup",40,6,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Squat (Barbell)",,"",2,"warmup",60,6,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Squat (Barbell)",,"",3,"warmup",80,4,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Squat (Barbell)",,"",4,"normal",95,6,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Squat (Barbell)",,"",5,"normal",95,6,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Squat (Barbell)",,"",6,"normal",95,6,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Leg Press (Machine)",,"",0,"normal",135,6,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Leg Press (Machine)",,"",1,"normal",135,6,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Leg Press (Machine)",,"",2,"normal",140,6,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Lying Leg Curl (Machine)",,"",0,"normal",30,8,,,
"Legs","29 Nov 2023, 16:48","29 Nov 2023, 18:03","","Lying Leg Curl (Machine)",,"",1,"normal",30,8,,,
