title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,reps,distance_km,duration_seconds,rpe
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bench Press (Barbell)","","","0","normal","50","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bench Press (Barbell)","","","1","normal","50","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bench Press (Barbell)","","","2","normal","50","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bench Press (Barbell)","","","3","normal","50","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Incline Chest Press (Machine)","","","0","normal","30","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Incline Chest Press (Machine)","","","1","normal","30","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Incline Chest Press (Machine)","","","2","normal","30","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Incline Chest Press (Machine)","","","3","normal","30","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bench Press (Dumbbell)","","","0","normal","32","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bench Press (Dumbbell)","","","1","normal","32","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bench Press (Dumbbell)","","","2","normal","32","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bench Press (Dumbbell)","","","3","normal","32","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Chest Fly (Dumbbell)","","","0","normal","24","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Chest Fly (Dumbbell)","","","1","normal","24","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Chest Fly (Dumbbell)","","","2","normal","20","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Chest Fly (Dumbbell)","","","3","normal","20","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Squat (Barbell)","","","0","normal","50","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Squat (Barbell)","","","1","normal","50","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Squat (Barbell)","","","2","normal","50","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Squat (Barbell)","","","3","normal","50","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Leg Extension (Machine)","","","0","normal","20","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Leg Extension (Machine)","","","1","normal","20","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Leg Extension (Machine)","","","2","normal","20","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Leg Extension (Machine)","","","3","normal","20","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Lying Leg Curl (Machine)","","","0","normal","25","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Lying Leg Curl (Machine)","","","1","normal","25","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Lying Leg Curl (Machine)","","","2","normal","25","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Lying Leg Curl (Machine)","","","3","normal","25","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bicep Curl (Barbell)","","","0","normal","15","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bicep Curl (Barbell)","","","1","normal","15","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bicep Curl (Barbell)","","","2","normal","15","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bicep Curl (Barbell)","","","3","normal","15","10","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bicep Curl (Cable)","","","0","normal","25","12","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bicep Curl (Cable)","","","1","normal","25","12","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bicep Curl (Cable)","","","2","normal","25","12","","",""
"Chest, legs, biceps - lite","10 Oct 2020, 10:41","10 Oct 2020, 11:46","","Bicep Curl (Cable)","","","3","normal","25","12","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Bent Over Row (Barbell)","","","0","normal","50","10","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Bent Over Row (Barbell)","","","1","normal","65","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Bent Over Row (Barbell)","","","2","normal","70","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Bent Over Row (Barbell)","","","3","normal","70","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Lat Pulldown (Cable)","","","0","normal","35","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Lat Pulldown (Cable)","","","1","normal","40","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Lat Pulldown (Cable)","","","2","normal","40","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Lat Pulldown (Cable)","","","3","normal","40","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Seated Wide-Grip Row (Cable)","","","0","normal","50","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Seated Wide-Grip Row (Cable)","","","1","normal","50","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Seated Wide-Grip Row (Cable)","","","2","normal","50","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Seated Wide-Grip Row (Cable)","","","3","normal","50","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Overhead Press (Barbell)","","","0","normal","30","12","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Overhead Press (Barbell)","","","1","normal","50","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Overhead Press (Barbell)","","","2","normal","50","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Overhead Press (Barbell)","","","3","normal","35","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Reverse Fly (Dumbbell)","","","0","normal","20","6","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Reverse Fly (Dumbbell)","","","1","normal","20","6","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Reverse Fly (Dumbbell)","","","2","normal","12","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Reverse Fly (Dumbbell)","","","3","normal","12","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Front Raise (Dumbbell)","","","0","normal","20","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Front Raise (Dumbbell)","","","1","normal","20","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Front Raise (Dumbbell)","","","2","normal","20","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Front Raise (Dumbbell)","","","3","normal","20","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Triceps Extension (Dumbbell)","","","0","normal","18","12","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Triceps Extension (Dumbbell)","","","1","normal","18","12","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Triceps Extension (Dumbbell)","","","2","normal","18","12","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Triceps Extension (Dumbbell)","","","3","normal","18","12","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Triceps Pushdown (Cable - Straight Bar)","","","0","normal","20","16","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Triceps Pushdown (Cable - Straight Bar)","","","1","normal","25","10","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Triceps Pushdown (Cable - Straight Bar)","","","2","normal","30","8","","",""
"Back, shoulders, triceps - 1","12 Oct 2020, 09:30","12 Oct 2020, 10:44","","Triceps Pushdown (Cable - Straight Bar)","","","3","normal","30","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Bench Press (Barbell)","","","0","normal","20","20","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Bench Press (Barbell)","","","1","normal","40","12","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Bench Press (Barbell)","","","2","normal","60","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Bench Press (Barbell)","","","3","normal","60","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Bench Press (Barbell)","","","4","normal","60","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Bench Press (Barbell)","","","5","normal","70","1","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Incline Bench Press (Dumbbell)","","","0","normal","32","12","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Incline Bench Press (Dumbbell)","","","1","normal","36","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Incline Bench Press (Dumbbell)","","","2","normal","40","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Incline Bench Press (Dumbbell)","","","3","normal","40","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Cable Crossover","","","0","normal","40","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Cable Crossover","","","1","normal","50","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Cable Crossover","","","2","normal","50","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Cable Crossover","","","3","normal","50","8","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Triceps Extension (Dumbbell)","","","0","normal","18","12","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Triceps Extension (Dumbbell)","","","1","normal","20","12","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Triceps Extension (Dumbbell)","","","2","normal","20","12","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Triceps Pushdown (Cable - Straight Bar)","","","0","normal","20","20","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Triceps Pushdown (Cable - Straight Bar)","","","1","normal","30","12","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Triceps Pushdown (Cable - Straight Bar)","","","2","normal","30","10","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Cable Crunch","","","0","normal","50","12","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Cable Crunch","","","1","normal","70","10","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Cable Crunch","","","2","normal","70","10","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Russian Twist","","","0","normal","0","20","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Russian Twist","","","1","normal","0","20","","",""
"Chest, triceps","14 Oct 2020, 16:17","14 Oct 2020, 17:10","","Russian Twist","","","2","normal","0","20","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bent Over Row (Barbell)","","","0","normal","20","20","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bent Over Row (Barbell)","","","1","normal","50","10","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bent Over Row (Barbell)","","","2","normal","70","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bent Over Row (Barbell)","","","3","normal","70","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bent Over Row (Barbell)","","","4","normal","75","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Lat Pulldown (Cable)","","","0","normal","35","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Lat Pulldown (Cable)","","","1","normal","40","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Lat Pulldown (Cable)","","","2","normal","45","6","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Lat Pulldown (Cable)","","","3","normal","40","6","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Seated Wide-Grip Row (Cable)","","","0","normal","50","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Seated Wide-Grip Row (Cable)","","","1","normal","50","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Seated Wide-Grip Row (Cable)","","","2","normal","50","12","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bicep Curl (Barbell)","","","0","normal","10","10","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bicep Curl (Barbell)","","","1","normal","20","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bicep Curl (Barbell)","","","2","normal","20","8","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bicep Curl (Barbell)","","","3","normal","10","10","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bicep Curl (Dumbbell)","","","0","normal","12","10","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bicep Curl (Dumbbell)","","","1","normal","12","10","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Bicep Curl (Dumbbell)","","","2","normal","12","12","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Knee Raise (Captain's Chair)","","","0","normal","0","10","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Knee Raise (Captain's Chair)","","","1","normal","0","10","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Knee Raise (Captain's Chair)","","","2","normal","0","10","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Russian Twist","","","0","normal","0","20","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Russian Twist","","","1","normal","0","20","","",""
"Back, biceps","16 Oct 2020, 17:41","16 Oct 2020, 18:32","","Russian Twist","","","2","normal","0","20","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Leg Press","","","0","normal","50","18","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Leg Press","","","1","normal","70","16","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Leg Press","","","2","normal","100","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Leg Press","","","3","normal","115","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Leg Press","","","4","normal","115","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Squat (Barbell)","","","0","normal","20","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Squat (Barbell)","","","1","normal","50","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Squat (Barbell)","","","2","normal","60","10","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Squat (Barbell)","","","3","normal","70","10","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Squat (Barbell)","","","4","normal","70","10","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Leg Extension (Machine)","","","0","normal","25","10","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Leg Extension (Machine)","","","1","normal","25","10","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Seated Calf Raise (Plate Loaded)","","","0","normal","50","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Seated Calf Raise (Plate Loaded)","","","1","normal","50","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Seated Calf Raise (Plate Loaded)","","","2","normal","50","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Shoulder Press (Machine)","","","0","normal","15","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Shoulder Press (Machine)","","","1","normal","20","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Shoulder Press (Machine)","","","2","normal","25","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Shoulder Press (Machine)","","","3","normal","25","12","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Front Raise (Dumbbell)","","","0","normal","20","10","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Front Raise (Dumbbell)","","","1","normal","20","10","","",""
"Legs, quadriceps","20 Oct 2020, 17:04","20 Oct 2020, 17:57","","Front Raise (Dumbbell)","","","2","normal","20","1","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Bench Press (Barbell)","","","0","normal","20","20","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Bench Press (Barbell)","","","1","normal","40","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Bench Press (Barbell)","","","2","normal","50","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Bench Press (Barbell)","","","3","normal","55","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Bench Press (Barbell)","","","4","normal","55","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Bench Press (Barbell)","","","5","normal","55","8","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Bench Press (Barbell)","","","6","normal","50","8","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Incline Bench Press (Dumbbell)","","","0","normal","36","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Incline Bench Press (Dumbbell)","","","1","normal","36","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Incline Bench Press (Dumbbell)","","","2","normal","40","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Chest Dip","","","0","normal","0","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Chest Dip","","","1","normal","0","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Chest Dip","","","2","normal","0","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Cable Crossover","","","0","normal","40","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Cable Crossover","","","1","normal","50","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Cable Crossover","","","2","normal","40","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Triceps Extension (Dumbbell)","","","0","normal","18","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Triceps Extension (Dumbbell)","","","1","normal","18","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Triceps Extension (Dumbbell)","","","2","normal","18","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Triceps Pushdown (Cable - Straight Bar)","","","0","normal","25","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Triceps Pushdown (Cable - Straight Bar)","","","1","normal","35","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Triceps Pushdown (Cable - Straight Bar)","","","2","normal","35","10","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Knee Raise (Captain's Chair)","","","0","normal","0","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Knee Raise (Captain's Chair)","","","1","normal","0","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Knee Raise (Captain's Chair)","","","2","normal","0","12","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Russian Twist","","","0","normal","0","20","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Russian Twist","","","1","normal","0","20","","",""
"Chest, triceps","22 Oct 2020, 17:04","22 Oct 2020, 18:08","","Russian Twist","","","2","normal","0","20","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bent Over Row (Barbell)","","","0","normal","20","20","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bent Over Row (Barbell)","","","1","normal","50","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bent Over Row (Barbell)","","","2","normal","60","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bent Over Row (Barbell)","","","3","normal","70","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bent Over Row (Barbell)","","","4","normal","65","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bent Over Row (Barbell)","","","5","normal","65","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Lat Pulldown (Cable)","","","0","normal","40","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Lat Pulldown (Cable)","","","1","normal","40","10","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Lat Pulldown (Cable)","","","2","normal","35","10","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Seated Row (Cable)","","","0","normal","40","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Seated Row (Cable)","","","1","normal","50","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Seated Row (Cable)","","","2","normal","50","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Seated Row (Cable)","","","3","normal","50","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bicep Curl (Barbell)","","","0","normal","5","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bicep Curl (Barbell)","","","1","normal","15","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bicep Curl (Barbell)","","","2","normal","15","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bicep Curl (Barbell)","","","3","normal","15","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bicep Curl (Dumbbell)","","","0","normal","20","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bicep Curl (Dumbbell)","","","1","normal","20","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Bicep Curl (Dumbbell)","","","2","normal","20","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Knee Raise (Captain's Chair)","","","0","normal","0","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Knee Raise (Captain's Chair)","","","1","normal","0","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Knee Raise (Captain's Chair)","","","2","normal","0","12","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Russian Twist","","","0","normal","0","20","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Russian Twist","","","1","normal","0","20","","",""
"Back, biceps","24 Oct 2020, 16:38","24 Oct 2020, 17:33","","Russian Twist","","","2","normal","0","20","","",""
"Legs, quadriceps","26 Oct 2020, 17:00","26 Oct 2020, 18:04","","Squat (Barbell)","","","0","normal","20","12","","",""
"Legs, quadriceps","26 Oct 2020, 17:00","26 Oct 2020, 18:04","","Squat (Barbell)","","","1","normal","50","12","","",""
"Legs, quadriceps","26 Oct 2020, 17:00","26 Oct 2020, 18:04","","Squat (Barbell)","","","2","normal","70","12","","",""
"Legs, quadriceps","26 Oct 2020, 17:00","26 Oct 2020, 18:04","","Squat (Barbell)","","","3","normal","70","12","","",""
"Legs, quadriceps","26 Oct 2020, 17:00","26 Oct 2020, 18:04","","Squat (Barbell)","","","4","normal","70","12","","",""
"Legs, quadriceps","26 Oct 2020, 17:00","26 Oct 2020, 18:04","","Leg Press","","","0","normal","100","12","","",""
"Legs, quadriceps","26 Oct 2020, 17:00","26 Oct 2020, 18:04","","Leg Press","","","1","normal","115","12","","",""
"Legs, quadriceps","26 Oct 2020, 17:00","26 Oct 2020, 18:04","","Leg Press","","","2","normal","115","10","","",""
